customer_id,product_id,purchase_count,avg_rating,order_count,score
13,133,2,5.0,1,3.0493
13,139,2,4.0,2,2.5493
13,230,2,4.0,1,2.5493
13,239,1,5.0,1,2.8466
13,267,1,4.0,1,2.3466
14,65,2,5.0,1,3.0493
14,68,6,4.3,3,3.123
14,71,1,4.0,1,2.3466
14,73,3,5.0,1,3.1931
14,77,2,3.0,1,2.0493
14,78,2,5.0,1,3.0493
14,80,3,3.0,1,2.1931
14,104,1,4.0,1,2.3466
14,106,2,5.0,1,3.0493
14,107,3,5.0,1,3.1931
14,108,6,5.0,2,3.473
14,110,1,3.0,1,1.8466
14,112,2,5.0,1,3.0493
14,116,2,3.0,1,2.0493
14,129,2,5.0,1,3.0493
14,130,7,4.0,4,3.0397
14,131,2,4.0,1,2.5493
14,132,3,3.0,1,2.1931
14,134,1,4.0,1,2.3466
14,138,2,3.0,1,2.0493
14,155,1,4.0,1,2.3466
14,214,1,4.0,1,2.3466
14,217,2,4.0,1,2.5493
14,242,1,4.0,1,2.3466
14,245,1,3.0,1,1.8466
14,252,1,4.0,1,2.3466
14,274,1,4.0,1,2.3466
15,26,4,4.5,2,3.0547
15,30,3,5.0,1,3.1931
15,34,2,5.0,1,3.0493
15,35,2,4.0,1,2.5493
15,37,5,5.0,2,3.3959
15,38,9,4.5,4,3.4013
15,104,4,4.5,2,3.0547
15,105,3,5.0,1,3.1931
15,106,4,3.5,2,2.5547
15,108,1,5.0,1,2.8466
15,109,1,5.0,1,2.8466
15,112,2,3.0,1,2.0493
15,114,9,4.0,3,3.1513
15,116,4,5.0,2,3.3047
15,120,1,4.0,1,2.3466
15,161,2,5.0,1,3.0493
15,246,1,4.0,1,2.3466
15,255,2,5.0,1,3.0493
15,259,1,5.0,1,2.8466
15,262,2,5.0,1,3.0493
16,21,3,4.5,2,2.9431
16,25,3,4.0,1,2.6931
16,26,2,4.0,1,2.5493
16,30,3,4.0,2,2.6931
16,34,7,3.7,3,2.8897
16,36,1,5.0,1,2.8466
16,37,1,5.0,1,2.8466
16,38,4,3.0,2,2.3047
16,45,3,3.0,1,2.1931
16,46,2,3.0,1,2.0493
16,53,2,5.0,1,3.0493
16,58,1,5.0,1,2.8466
16,59,4,5.0,2,3.3047
16,161,2,5.0,1,3.0493
16,168,2,3.0,1,2.0493
16,178,2,4.0,1,2.5493
16,181,1,5.0,1,2.8466
16,187,2,4.0,1,2.5493
17,22,1,4.0,1,2.3466
17,23,2,4.0,2,2.5493
17,24,4,4.0,2,2.8047
17,28,10,5.0,5,3.6989
17,29,3,5.0,2,3.1931
17,31,5,4.5,4,3.1459
17,36,6,4.7,3,3.323
17,157,1,5.0,1,2.8466
17,168,1,5.0,1,2.8466
17,170,1,5.0,1,2.8466
17,171,1,3.0,1,1.8466
17,176,1,3.0,1,1.8466
17,315,1,4.0,1,2.3466
18,4,7,4.3,3,3.1897
18,8,4,4.5,2,3.0547
18,10,6,4.3,3,3.123
18,11,1,5.0,1,2.8466
18,12,1,5.0,1,2.8466
18,13,5,4.5,2,3.1459
18,14,1,3.0,1,1.8466
18,15,7,4.0,3,3.0397
18,50,1,4.0,1,2.3466
18,145,2,5.0,1,3.0493
18,149,1,5.0,1,2.8466
18,150,1,4.0,1,2.3466
18,154,1,5.0,1,2.8466
18,157,3,5.0,1,3.1931
19,2,8,5.0,4,3.5986
19,5,5,4.7,3,3.2459
19,6,8,4.7,3,3.4486
19,18,3,5.0,1,3.1931
19,61,6,3.5,2,2.723
19,63,3,5.0,1,3.1931
19,64,2,5.0,1,3.0493
19,67,13,4.0,6,3.3195
19,71,6,4.7,3,3.323
19,74,2,5.0,1,3.0493
19,90,1,4.0,1,2.3466
19,141,1,5.0,1,2.8466
19,142,1,5.0,1,2.8466
19,145,1,5.0,1,2.8466
19,146,1,5.0,1,2.8466
19,150,1,4.0,1,2.3466
19,153,2,4.0,1,2.5493
19,182,2,4.0,1,2.5493
19,203,2,3.0,1,2.0493
19,206,1,4.0,1,2.3466
19,207,2,5.0,1,3.0493
19,210,1,5.0,1,2.8466
20,2,3,5.0,1,3.1931
20,8,4,4.0,2,2.8047
20,10,1,5.0,1,2.8466
20,14,3,4.5,2,2.9431
20,15,2,4.0,1,2.5493
20,20,5,4.7,3,3.2459
20,65,8,4.0,3,3.0986
20,67,3,3.0,1,2.1931
20,68,2,5.0,1,3.0493
20,73,3,5.0,1,3.1931
20,77,3,4.0,1,2.6931
20,79,6,4.7,3,3.323
20,80,1,3.0,1,1.8466
20,84,4,5.0,2,3.3047
20,86,3,3.0,1,2.1931
20,87,2,5.0,1,3.0493
20,88,1,5.0,1,2.8466
20,93,2,4.0,1,2.5493
20,97,1,5.0,1,2.8466
20,100,1,5.0,1,2.8466
20,106,2,3.0,1,2.0493
20,108,2,5.0,1,3.0493
20,113,2,5.0,1,3.0493
20,147,2,5.0,1,3.0493
20,150,3,3.0,1,2.1931
20,154,2,5.0,1,3.0493
20,158,3,3.0,1,2.1931
20,160,1,4.0,1,2.3466
20,210,2,5.0,1,3.0493
20,218,2,5.0,1,3.0493
20,228,1,5.0,1,2.8466
21,62,1,5.0,1,2.8466
21,66,3,5.0,1,3.1931
21,69,1,5.0,1,2.8466
21,74,4,4.0,2,2.8047
21,75,3,5.0,1,3.1931
21,76,5,4.0,2,2.8959
21,121,2,5.0,1,3.0493
21,122,3,5.0,1,3.1931
21,123,1,4.0,1,2.3466
21,124,3,3.5,2,2.4431
21,125,3,5.0,2,3.1931
21,127,3,5.0,1,3.1931
21,128,5,5.0,2,3.3959
21,135,1,5.0,1,2.8466
21,261,3,5.0,1,3.1931
22,21,7,4.2,4,3.1397
22,26,5,3.7,3,2.7459
22,30,7,4.5,4,3.2897
22,33,5,4.0,2,2.8959
22,35,1,5.0,1,2.8466
22,37,7,4.7,3,3.3897
22,38,7,4.2,4,3.1397
22,42,4,4.0,2,2.8047
22,43,2,4.0,1,2.5493
22,45,9,4.6,5,3.4513
22,53,4,5.0,2,3.3047
22,57,3,4.0,1,2.6931
22,158,1,3.0,1,1.8466
22,164,3,5.0,1,3.1931
22,165,2,3.0,1,2.0493
22,185,2,5.0,2,3.0493
22,188,1,4.0,1,2.3466
22,193,3,5.0,1,3.1931
22,196,1,5.0,1,2.8466
22,218,1,4.0,1,2.3466
23,104,3,4.0,1,2.6931
23,106,1,4.0,1,2.3466
23,107,5,3.0,2,2.3959
23,108,10,4.6,5,3.4989
23,110,2,5.0,1,3.0493
23,114,3,3.0,1,2.1931
23,116,2,5.0,1,3.0493
23,118,4,4.5,2,3.0547
23,126,3,5.0,1,3.1931
23,129,1,4.0,1,2.3466
23,130,3,4.5,2,2.9431
23,132,3,4.5,2,2.9431
23,133,1,4.0,1,2.3466
23,194,2,3.0,1,2.0493
23,249,3,5.0,1,3.1931
23,252,1,4.0,1,2.3466
23,263,1,3.0,1,1.8466
23,265,3,3.0,1,2.1931
23,268,3,5.0,1,3.1931
24,3,5,4.5,2,3.1459
24,16,5,4.0,2,2.8959
24,61,3,3.5,2,2.4431
24,69,5,4.5,2,3.1459
24,75,2,5.0,1,3.0493
24,76,1,5.0,1,2.8466
24,92,3,3.0,1,2.1931
24,201,3,5.0,1,3.1931
24,225,5,4.0,2,2.8959
24,234,1,5.0,1,2.8466
24,322,2,4.0,1,2.5493
25,21,1,5.0,1,2.8466
25,23,5,4.7,3,3.2459
25,27,1,5.0,1,2.8466
25,28,2,4.0,2,2.5493
25,32,1,3.0,1,1.8466
25,61,4,5.0,2,3.3047
25,63,4,4.0,2,2.8047
25,64,2,4.0,1,2.5493
25,67,4,4.0,2,2.8047
25,71,4,4.0,2,2.8047
25,72,3,4.0,1,2.6931
25,78,2,4.0,2,2.5493
25,97,1,4.0,1,2.3466
25,129,2,5.0,1,3.0493
25,130,1,3.0,1,1.8466
25,134,5,4.0,3,2.8959
25,136,1,4.0,1,2.3466
25,138,1,5.0,1,2.8466
25,201,2,5.0,1,3.0493
25,267,1,5.0,1,2.8466
25,330,2,3.0,1,2.0493
26,21,4,4.5,2,3.0547
26,25,1,5.0,1,2.8466
26,28,1,4.0,1,2.3466
26,30,5,4.3,3,3.0459
26,32,2,4.0,1,2.5493
26,33,5,5.0,2,3.3959
26,34,3,5.0,1,3.1931
26,37,4,3.7,3,2.6547
26,38,5,4.3,3,3.0459
26,65,4,4.3,3,2.9547
26,68,7,4.0,3,3.0397
26,70,2,3.0,1,2.0493
26,72,1,5.0,1,2.8466
26,73,2,4.0,1,2.5493
26,74,1,5.0,1,2.8466
26,76,2,3.0,1,2.0493
26,77,2,3.0,1,2.0493
26,79,2,5.0,1,3.0493
26,80,4,4.5,2,3.0547
26,100,3,5.0,1,3.1931
26,174,1,5.0,1,2.8466
26,179,2,5.0,1,3.0493
26,196,1,5.0,1,2.8466
26,203,1,5.0,1,2.8466
26,206,1,3.0,1,1.8466
26,211,3,4.0,1,2.6931
26,218,3,3.0,1,2.1931
27,4,2,4.0,1,2.5493
27,7,2,5.0,1,3.0493
27,8,2,5.0,1,3.0493
27,10,1,5.0,1,2.8466
27,12,1,3.0,1,1.8466
27,13,1,3.0,1,1.8466
27,15,4,4.0,2,2.8047
27,18,2,5.0,1,3.0493
27,20,3,5.0,1,3.1931
27,34,2,5.0,1,3.0493
27,42,11,4.6,5,3.5425
27,45,3,5.0,1,3.1931
27,59,5,4.5,2,3.1459
27,70,1,5.0,1,2.8466
27,194,2,4.0,1,2.5493
27,242,3,4.0,1,2.6931
27,318,3,3.0,1,2.1931
28,24,8,4.3,3,3.2486
28,31,2,5.0,2,3.0493
28,67,1,5.0,1,2.8466
28,101,5,4.3,3,3.0459
28,102,7,4.0,3,3.0397
28,103,5,4.3,3,3.0459
28,105,15,4.6,7,3.6863
28,109,3,5.0,1,3.1931
28,110,1,5.0,1,2.8466
28,111,2,3.0,1,2.0493
28,113,6,4.0,3,2.973
28,115,6,3.3,3,2.623
28,119,1,4.0,1,2.3466
28,162,2,4.0,1,2.5493
28,168,1,5.0,1,2.8466
28,173,1,4.0,1,2.3466
28,242,1,4.0,1,2.3466
28,256,1,4.0,1,2.3466
29,23,4,4.5,2,3.0547
29,24,3,5.0,2,3.1931
29,29,8,5.0,3,3.5986
29,31,5,5.0,2,3.3959
29,35,1,4.0,1,2.3466
29,36,4,3.0,2,2.3047
30,62,1,4.0,1,2.3466
30,63,1,5.0,1,2.8466
30,66,9,5.0,4,3.6513
30,69,3,4.0,1,2.6931
30,70,2,4.0,1,2.5493
30,74,3,4.5,2,2.9431
30,75,3,5.0,1,3.1931
30,76,4,4.5,2,3.0547
30,124,4,3.0,1,2.3047
30,216,1,5.0,1,2.8466
30,219,2,5.0,1,3.0493
31,42,3,4.0,1,2.6931
31,43,2,4.0,2,2.5493
31,45,1,5.0,1,2.8466
31,53,7,4.7,3,3.3897
31,57,5,4.5,2,3.1459
31,59,8,4.5,4,3.3486
31,101,2,5.0,1,3.0493
31,104,8,4.5,4,3.3486
31,105,2,5.0,1,3.0493
31,106,1,3.0,1,1.8466
31,107,5,4.5,2,3.1459
31,108,7,4.2,4,3.1397
31,110,6,4.5,2,3.223
31,114,1,5.0,1,2.8466
31,116,2,3.0,1,2.0493
31,117,3,5.0,1,3.1931
31,119,1,4.0,1,2.3466
31,196,1,3.0,1,1.8466
31,198,2,5.0,1,3.0493
31,243,4,4.0,1,2.8047
31,255,3,4.0,1,2.6931
32,2,2,4.0,1,2.5493
32,10,1,5.0,1,2.8466
32,12,2,4.0,1,2.5493
32,14,4,4.0,2,2.8047
32,26,2,4.0,1,2.5493
32,28,1,5.0,1,2.8466
32,34,3,5.0,1,3.1931
32,38,5,4.5,2,3.1459
32,104,1,5.0,1,2.8466
32,105,2,5.0,1,3.0493
32,106,1,5.0,1,2.8466
32,107,7,3.7,3,2.8897
32,110,3,4.0,1,2.6931
32,143,1,5.0,1,2.8466
32,162,1,4.0,1,2.3466
32,163,1,5.0,1,2.8466
32,177,1,4.0,1,2.3466
32,252,2,4.0,1,2.5493
32,345,1,4.0,1,2.3466
33,84,3,4.0,1,2.6931
33,88,3,4.0,2,2.6931
33,93,4,3.5,2,2.5547
33,97,2,5.0,1,3.0493
33,100,3,3.0,1,2.1931
33,104,3,5.0,1,3.1931
33,107,2,3.0,1,2.0493
33,108,4,4.5,2,3.0547
33,110,1,4.0,1,2.3466
33,112,1,4.0,1,2.3466
33,114,5,4.0,2,2.8959
33,116,2,4.0,1,2.5493
33,118,3,5.0,1,3.1931
33,218,2,5.0,1,3.0493
33,230,3,5.0,1,3.1931
33,239,2,4.0,1,2.5493
33,252,1,5.0,1,2.8466
33,274,1,4.0,1,2.3466
34,23,4,4.5,2,3.0547
34,24,3,4.0,1,2.6931
34,28,4,5.0,2,3.3047
34,29,1,5.0,1,2.8466
34,31,5,4.0,3,2.8959
34,36,4,4.5,2,3.0547
34,102,3,3.0,1,2.1931
34,103,3,3.0,1,2.1931
34,105,5,4.5,4,3.1459
34,109,5,4.3,3,3.0459
34,111,1,3.0,1,1.8466
34,113,3,4.0,2,2.6931
34,115,1,5.0,1,2.8466
34,119,9,4.2,4,3.2513
34,134,1,4.0,1,2.3466
34,136,1,4.0,1,2.3466
34,150,1,4.0,1,2.3466
34,171,1,5.0,1,2.8466
34,209,1,3.0,1,1.8466
34,261,1,4.0,1,2.3466
34,265,1,3.0,1,1.8466
34,305,1,4.0,1,2.3466
35,1,7,4.0,3,3.0397
35,3,9,4.7,3,3.5013
35,9,3,5.0,1,3.1931
35,11,2,5.0,1,3.0493
35,13,1,5.0,1,2.8466
35,14,1,5.0,1,2.8466
35,16,2,4.0,1,2.5493
35,17,3,4.7,3,3.0431
35,43,1,4.0,1,2.3466
35,44,5,4.0,2,2.8959
35,46,1,3.0,1,1.8466
35,51,1,4.0,1,2.3466
35,56,5,3.5,2,2.6459
35,121,3,4.0,1,2.6931
35,122,4,4.0,2,2.8047
35,137,4,4.0,2,2.8047
35,194,1,5.0,1,2.8466
35,278,4,4.0,1,2.8047
36,1,1,5.0,1,2.8466
36,4,3,5.0,1,3.1931
36,8,1,5.0,1,2.8466
36,14,3,5.0,1,3.1931
36,15,1,5.0,1,2.8466
36,53,1,4.0,1,2.3466
36,56,1,5.0,1,2.8466
36,57,2,5.0,1,3.0493
36,104,1,5.0,1,2.8466
36,106,2,5.0,1,3.0493
36,107,1,5.0,1,2.8466
36,108,3,5.0,1,3.1931
36,110,3,4.0,1,2.6931
36,116,7,5.0,3,3.5397
36,142,1,5.0,1,2.8466
36,184,1,5.0,1,2.8466
36,188,2,5.0,1,3.0493
36,199,3,5.0,1,3.1931
36,307,1,5.0,1,2.8466
37,62,1,5.0,1,2.8466
37,66,6,4.2,4,3.073
37,69,3,5.0,1,3.1931
37,70,4,5.0,2,3.3047
37,74,6,5.0,3,3.473
37,76,2,4.0,1,2.5493
37,102,2,5.0,1,3.0493
37,112,4,4.5,2,3.0547
37,117,4,5.0,2,3.3047
37,118,5,4.0,3,2.8959
37,203,1,5.0,1,2.8466
37,204,1,5.0,1,2.8466
37,209,3,3.0,1,2.1931
37,216,2,5.0,1,3.0493
37,219,1,4.0,1,2.3466
37,255,1,4.0,1,2.3466
37,300,1,4.0,1,2.3466
38,44,6,4.3,3,3.123
38,46,3,4.0,1,2.6931
38,51,3,5.0,1,3.1931
38,56,1,3.0,1,1.8466
38,81,3,5.0,1,3.1931
38,86,6,4.7,3,3.323
38,90,1,5.0,1,2.8466
38,92,1,3.0,1,1.8466
38,93,3,4.0,1,2.6931
38,101,1,3.0,1,1.8466
38,112,8,4.7,3,3.4486
38,117,1,4.0,1,2.3466
38,120,3,5.0,1,3.1931
38,128,3,3.0,1,2.1931
38,186,1,4.0,1,2.3466
38,228,2,5.0,1,3.0493
38,229,3,4.0,1,2.6931
38,237,1,5.0,1,2.8466
38,260,3,5.0,1,3.1931
38,293,2,5.0,1,3.0493
38,332,1,3.0,1,1.8466
39,19,4,3.0,1,2.3047
39,109,4,5.0,1,3.3047
39,112,2,5.0,1,3.0493
39,115,1,5.0,1,2.8466
39,117,2,3.0,1,2.0493
39,118,1,5.0,1,2.8466
39,121,3,5.0,1,3.1931
39,123,5,4.3,3,3.0459
39,124,1,5.0,1,2.8466
39,125,3,4.0,1,2.6931
39,126,2,4.0,1,2.5493
39,127,2,5.0,1,3.0493
39,128,4,4.0,2,2.8047
39,129,2,5.0,1,3.0493
39,131,4,4.0,1,2.8047
39,135,9,4.3,3,3.3013
39,137,5,4.0,3,2.8959
39,139,2,5.0,1,3.0493
39,243,2,5.0,1,3.0493
39,251,1,4.0,1,2.3466
39,268,4,5.0,1,3.3047
39,269,2,3.0,1,2.0493
39,271,2,3.0,1,2.0493
39,278,2,5.0,1,3.0493
39,282,2,5.0,1,3.0493
40,16,1,5.0,1,2.8466
40,41,1,3.0,1,1.8466
40,42,5,4.0,2,2.8959
40,43,6,4.5,2,3.223
40,44,3,4.0,2,2.6931
40,45,3,5.0,2,3.1931
40,49,3,5.0,2,3.1931
40,54,2,3.0,1,2.0493
40,57,3,5.0,2,3.1931
40,59,2,5.0,1,3.0493
40,60,1,5.0,1,2.8466
40,164,2,4.0,1,2.5493
40,182,3,5.0,1,3.1931
40,190,1,5.0,1,2.8466
40,194,1,5.0,1,2.8466
40,275,1,5.0,1,2.8466
40,312,3,3.0,1,2.1931
41,46,1,3.0,1,1.8466
41,48,1,5.0,1,2.8466
41,50,1,4.0,1,2.3466
41,52,2,3.0,1,2.0493
41,60,3,5.0,1,3.1931
41,61,2,4.0,1,2.5493
41,64,1,4.0,1,2.3466
41,67,4,4.0,2,2.8047
41,72,2,5.0,1,3.0493
41,78,3,3.0,1,2.1931
41,102,3,3.5,2,2.4431
41,104,1,3.0,1,1.8466
41,105,1,5.0,1,2.8466
41,108,1,5.0,1,2.8466
41,109,2,4.0,1,2.5493
41,115,4,5.0,2,3.3047
41,117,1,4.0,1,2.3466
41,119,1,5.0,1,2.8466
41,189,2,4.0,1,2.5493
41,198,1,5.0,1,2.8466
41,202,1,3.0,1,1.8466
41,206,2,4.0,1,2.5493
41,242,1,5.0,1,2.8466
41,257,1,4.0,1,2.3466
41,309,1,4.0,1,2.3466
41,321,1,5.0,1,2.8466
41,337,2,5.0,1,3.0493
41,345,1,4.0,1,2.3466
42,21,2,3.0,1,2.0493
42,26,2,5.0,1,3.0493
42,33,1,5.0,1,2.8466
42,34,1,5.0,1,2.8466
42,42,3,3.5,2,2.4431
42,47,1,5.0,1,2.8466
42,53,2,5.0,1,3.0493
43,1,5,4.0,2,2.8959
43,3,5,5.0,2,3.3959
43,7,3,5.0,1,3.1931
43,9,15,4.2,6,3.4863
43,11,5,4.0,2,2.8959
43,12,1,5.0,1,2.8466
43,16,3,5.0,1,3.1931
43,17,6,4.3,3,3.123
43,19,3,4.5,2,2.9431
43,43,2,4.0,1,2.5493
43,44,3,5.0,1,3.1931
43,46,2,4.0,1,2.5493
43,50,2,5.0,1,3.0493
43,56,7,3.7,3,2.8897
43,90,6,3.5,2,2.723
43,92,2,5.0,1,3.0493
43,100,4,4.0,2,2.8047
43,151,2,5.0,1,3.0493
43,181,2,5.0,1,3.0493
43,227,1,5.0,1,2.8466
44,1,1,4.0,1,2.3466
44,61,3,3.0,1,2.1931
44,63,1,4.0,1,2.3466
44,66,1,4.0,1,2.3466
44,71,3,5.0,1,3.1931
44,72,3,5.0,1,3.1931
44,76,1,5.0,1,2.8466
44,81,5,5.0,2,3.3959
44,85,2,4.0,1,2.5493
44,89,2,5.0,1,3.0493
44,90,1,4.0,1,2.3466
44,95,5,5.0,2,3.3959
44,99,2,4.0,1,2.5493
44,120,1,4.0,1,2.3466
44,128,1,5.0,1,2.8466
44,138,2,5.0,1,3.0493
44,139,1,3.0,1,1.8466
44,168,1,4.0,1,2.3466
44,218,1,4.0,1,2.3466
44,219,1,3.0,1,1.8466
44,222,1,5.0,1,2.8466
44,272,1,4.0,1,2.3466
44,350,1,5.0,1,2.8466
45,4,9,3.8,4,3.0513
45,6,1,5.0,1,2.8466
45,7,2,5.0,1,3.0493
45,8,6,4.0,2,2.973
45,10,8,4.7,3,3.4486
45,12,5,4.0,3,2.8959
45,13,3,4.5,2,2.9431
45,14,9,4.2,4,3.2513
45,15,9,4.3,3,3.3013
45,20,3,4.7,3,3.0431
45,48,1,4.0,1,2.3466
45,117,1,3.0,1,1.8466
