order_id,customer_id,order_date,status,total_amount
269,30,2024-04-24,completed,11000000
270,30,2023-09-27,completed,34000000
271,30,2024-09-27,completed,15000000
272,31,2023-07-14,completed,14100000
273,31,2023-03-10,completed,3200000
274,31,2023-07-16,completed,11700000
275,31,2023-03-14,completed,6500000
276,31,2024-10-16,completed,11000000
277,31,2023-11-08,completed,8100000
278,31,2024-01-30,completed,5700000
279,31,2024-07-25,completed,6000000
280,31,2024-11-21,completed,8800000
281,32,2024-03-29,cancelled,9600000
282,32,2024-02-27,cancelled,14100000
283,32,2024-07-30,completed,16000000
284,32,2023-02-05,cancelled,3600000
285,32,2023-05-19,cancelled,5700000
286,32,2023-08-08,cancelled,6000000
287,32,2023-10-10,cancelled,2400000
288,32,2024-04-16,completed,8500000
289,32,2023-09-20,cancelled,3600000
290,32,2024-02-14,completed,8500000
291,32,2023-06-27,completed,6000000
292,32,2023-02-08,completed,7800000
293,33,2024-10-30,cancelled,3600000
294,33,2024-10-09,completed,12100000
295,33,2023-08-15,completed,12100000
296,33,2023-12-11,completed,6000000
297,33,2023-03-29,completed,9900000
298,33,2024-07-28,completed,4400000
299,34,2023-04-02,completed,6400000
300,34,2023-12-25,completed,4700000
301,34,2023-03-29,completed,800000
302,34,2023-06-01,cancelled,4800000
303,34,2023-04-24,completed,5000000
304,34,2024-09-29,completed,2300000
305,34,2024-11-10,completed,4000000
306,34,2024-04-21,completed,800000
307,34,2023-10-05,completed,4500000
308,34,2024-12-27,completed,3900000
309,34,2024-04-13,completed,800000
310,34,2024-06-26,completed,5600000
311,35,2023-10-10,cancelled,24000000
312,35,2023-10-14,completed,22000000
313,35,2024-09-19,cancelled,9000000
314,35,2024-08-09,completed,27000000
315,35,2024-07-08,completed,14000000
316,35,2023-05-19,completed,14000000
317,35,2024-07-24,completed,3000000
318,35,2023-05-30,completed,31000000
319,35,2023-10-08,completed,6000000
320,35,2024-09-18,completed,30000000
321,35,2023-03-23,completed,37000000
322,36,2023-06-17,completed,2400000
323,36,2023-01-16,cancelled,13700000
324,36,2023-07-29,completed,10700000
325,36,2024-01-25,completed,17700000
326,36,2024-06-17,completed,6600000
327,37,2024-10-07,cancelled,16000000
328,37,2024-02-12,cancelled,21000000
329,37,2023-10-29,completed,15000000
330,37,2023-05-26,completed,34000000
331,37,2024-02-07,completed,28000000
332,37,2024-12-09,completed,14000000
333,37,2024-04-05,completed,9000000
334,37,2024-06-07,completed,13000000
335,37,2023-12-10,completed,10000000
336,37,2023-02-22,completed,30000000
337,37,2023-05-15,cancelled,9000000
338,38,2023-01-13,completed,50000000
339,38,2024-02-24,completed,3000000
340,38,2023-10-12,completed,8000000
341,38,2023-02-07,completed,15000000
342,38,2024-09-09,completed,3000000
343,38,2023-07-02,completed,45000000
344,38,2024-04-11,completed,23000000
345,39,2024-07-17,completed,30000000
346,39,2023-03-01,completed,6000000
347,39,2024-09-11,cancelled,31000000
348,39,2023-09-23,completed,26000000
349,39,2023-07-04,cancelled,25000000
350,39,2023-07-18,completed,10000000
351,39,2023-05-01,completed,21000000
352,39,2023-12-25,completed,20000000
353,39,2023-03-11,completed,28000000
354,40,2023-06-29,completed,13500000
355,40,2023-06-09,completed,8500000
356,40,2023-11-03,completed,12000000
357,41,2023-03-09,cancelled,2800000
358,41,2024-10-03,completed,2000000
359,41,2023-11-12,completed,3000000
360,41,2023-11-06,completed,2100000
361,41,2023-01-26,cancelled,1800000
362,41,2024-05-10,completed,3900000
363,41,2023-05-16,completed,1600000
364,41,2024-06-18,completed,4200000
365,42,2023-04-16,completed,5900000
366,42,2023-07-17,completed,7800000
367,42,2024-09-29,completed,1500000
368,43,2023-11-23,completed,20000000
369,43,2023-02-21,completed,40000000
370,43,2024-08-29,completed,33000000
371,43,2024-04-21,completed,15000000
372,43,2024-04-11,completed,28000000
373,43,2024-12-17,cancelled,22000000
374,43,2023-01-31,completed,6000000
375,43,2023-06-24,completed,39000000
376,43,2023-11-30,completed,6000000
377,43,2024-02-15,completed,20000000
378,43,2024-01-29,completed,25000000
379,44,2024-07-11,completed,4800000
380,44,2024-08-10,cancelled,2400000
381,44,2024-09-02,completed,1600000
382,44,2024-02-20,completed,1500000
383,44,2024-01-24,completed,800000
384,44,2023-05-23,cancelled,800000
385,44,2024-11-07,completed,5000000
386,44,2023-11-03,completed,4100000
387,45,2024-02-18,cancelled,10500000
388,45,2023-02-24,completed,8500000
389,45,2024-10-02,completed,10600000
390,45,2024-01-04,cancelled,10000000
391,45,2023-05-09,completed,4500000
392,45,2024-05-13,completed,3900000
393,45,2024-12-13,completed,16000000
394,45,2024-09-11,completed,17100000
395,45,2024-08-04,completed,10500000
396,45,2023-10-14,completed,6000000
397,45,2023-04-01,completed,6000000
398,46,2023-11-16,completed,29000000
399,46,2023-12-06,completed,40000000
400,46,2024-07-31,completed,43000000
401,46,2024-05-11,completed,10000000
402,46,2024-09-22,completed,33000000
403,46,2024-11-05,completed,13000000
404,46,2024-06-24,cancelled,23000000
405,46,2023-06-07,cancelled,38000000
406,46,2024-10-14,completed,20000000
407,46,2023-11-05,completed,20000000
408,46,2023-05-29,completed,34000000
409,46,2023-04-10,cancelled,34000000
410,47,2023-12-10,completed,10000000
411,47,2024-02-05,completed,18000000
412,47,2024-11-24,completed,19000000
413,47,2023-03-11,completed,15000000
414,47,2024-04-01,completed,16000000
415,47,2024-11-03,cancelled,30000000
416,47,2023-05-05,completed,3000000
417,48,2024-01-20,completed,3900000
418,48,2024-11-07,cancelled,17500000
419,48,2023-11-28,completed,2400000
420,48,2024-01-27,completed,4000000
421,48,2023-09-29,completed,3000000
422,49,2024-09-16,completed,32000000
423,49,2023-04-16,completed,15000000
424,49,2024-04-01,completed,30000000
425,49,2024-02-05,completed,29000000
426,49,2024-12-06,cancelled,33000000
427,49,2023-12-08,completed,43000000
428,50,2023-10-24,completed,19000000
429,50,2023-11-03,completed,9000000
430,50,2024-05-13,completed,38000000
431,50,2023-03-06,cancelled,31000000
432,50,2023-01-17,completed,10000000
433,50,2023-02-13,completed,15000000
434,50,2024-07-03,completed,10000000
435,50,2023-01-20,completed,5000000
436,50,2023-05-14,completed,10000000
437,50,2023-04-10,completed,20000000
438,51,2024-09-22,completed,2500000
439,51,2023-11-29,completed,1800000
440,51,2024-08-30,completed,500000
441,51,2024-03-01,completed,3400000
442,51,2024-10-09,completed,1300000
443,51,2023-07-03,cancelled,5000000
444,51,2024-12-09,completed,3100000
445,51,2023-06-28,completed,1500000
446,51,2024-05-26,completed,1500000
447,51,2023-11-05,completed,1500000
448,51,2023-05-01,cancelled,2400000
449,51,2024-01-06,cancelled,3100000
450,52,2023-10-11,completed,5000000
451,52,2024-04-30,completed,18000000
452,52,2023-10-19,completed,35000000
453,52,2024-07-04,completed,6000000
454,52,2023-03-14,cancelled,46000000
455,52,2023-07-23,completed,18000000
456,53,2024-01-20,cancelled,2400000
457,53,2024-08-22,completed,12900000
458,53,2024-10-09,completed,5200000
459,53,2023-04-24,cancelled,10200000
460,53,2023-10-30,completed,7200000
461,53,2024-06-18,completed,6000000
462,54,2023-09-10,completed,15700000
463,54,2023-02-11,cancelled,4000000
464,54,2024-06-27,completed,4000000
465,54,2023-03-27,completed,3600000
466,54,2023-08-12,completed,7600000
467,54,2024-12-21,completed,2400000
468,54,2023-05-22,cancelled,13900000
469,54,2024-12-21,completed,2400000
470,54,2023-12-07,completed,10500000
471,55,2024-12-02,completed,15000000
472,55,2023-02-22,completed,11500000
473,55,2023-03-10,completed,3000000
474,55,2024-10-26,completed,6600000
475,55,2023-10-01,completed,11400000
476,55,2024-06-28,completed,8900000
477,56,2023-03-31,completed,9000000
478,56,2023-10-10,completed,13000000
479,56,2024-10-04,completed,33000000
480,56,2023-07-13,completed,25000000
481,56,2024-11-02,completed,30000000
482,56,2023-11-08,completed,20000000
483,56,2023-02-18,completed,34000000
484,56,2023-07-06,cancelled,10000000
485,56,2023-04-30,completed,24000000
486,56,2023-02-05,completed,35000000
487,57,2024-02-19,cancelled,20000000
488,57,2023-06-09,completed,34000000
489,57,2024-08-01,completed,29000000
490,58,2024-02-16,completed,4800000
491,58,2024-10-18,completed,3600000
492,58,2024-04-01,completed,6000000
493,59,2023-11-22,completed,15000000
494,59,2023-06-01,completed,27000000
495,59,2023-03-31,completed,40000000
496,59,2024-02-29,completed,5000000
497,59,2024-05-01,cancelled,26000000
498,59,2023-04-01,completed,25000000
499,59,2024-01-26,completed,34000000
500,59,2023-01-28,cancelled,16000000
501,59,2024-10-17,cancelled,37000000
502,59,2024-03-03,completed,11000000
503,60,2024-09-05,completed,11400000
504,60,2024-08-12,completed,8400000
505,60,2023-06-17,completed,8400000
506,60,2023-03-20,completed,3200000
507,61,2024-12-02,cancelled,33000000
508,61,2024-01-07,completed,22000000
509,61,2023-06-16,completed,12000000
510,61,2024-07-26,completed,6000000
511,61,2023-03-20,completed,9000000
512,61,2023-05-23,cancelled,24000000
513,61,2023-01-30,completed,5000000
514,61,2024-12-11,completed,13000000
515,62,2024-12-08,cancelled,5000000
516,62,2023-01-20,cancelled,18000000
517,62,2024-11-06,completed,10000000
518,62,2023-09-17,completed,29000000
519,62,2023-07-24,completed,29000000
520,62,2023-06-14,cancelled,24000000
521,62,2023-03-11,completed,9000000
522,62,2023-07-16,cancelled,20000000
523,62,2023-04-12,cancelled,39000000
524,63,2024-11-20,cancelled,2000000
525,63,2024-03-10,completed,2600000
526,63,2023-04-23,completed,4700000
527,63,2024-04-12,completed,3500000
528,63,2024-03-14,completed,1000000
529,63,2024-01-12,completed,4800000
530,63,2024-12-12,completed,1500000
531,63,2023-06-22,completed,2600000
532,63,2024-03-10,completed,4500000
533,63,2023-12-31,completed,3600000
534,64,2023-01-31,completed,1200000
535,64,2023-01-28,cancelled,14100000
536,64,2023-11-07,completed,1500000
537,64,2024-06-16,cancelled,11000000
538,64,2024-05-17,completed,6300000
539,65,2024-01-21,completed,5000000
540,65,2024-11-06,cancelled,26000000
541,65,2024-03-17,completed,49000000
542,65,2024-05-02,completed,21000000
543,65,2024-01-22,completed,18000000
544,65,2023-12-24,cancelled,15000000
545,65,2023-12-16,completed,34000000
546,65,2024-08-29,completed,10000000
547,66,2023-01-21,completed,10000000
548,66,2024-03-08,completed,36000000
549,66,2023-04-11,cancelled,15000000
550,66,2024-11-22,completed,49000000
551,66,2024-10-12,cancelled,15000000
552,67,2023-10-22,completed,3700000
553,67,2024-08-15,completed,4200000
554,67,2023-03-20,completed,3500000
555,67,2024-02-16,completed,4900000
556,67,2023-08-07,completed,5900000
557,67,2024-06-18,completed,5500000
558,68,2024-10-11,completed,7400000
559,68,2023-06-03,completed,3400000
560,68,2024-03-08,completed,800000
561,68,2023-05-20,completed,6300000
562,69,2023-02-26,cancelled,2400000
563,69,2024-09-08,completed,3000000
564,69,2024-11-18,completed,3000000
565,70,2023-08-30,completed,3600000
566,70,2024-08-17,cancelled,5400000
567,70,2024-09-06,completed,11200000
568,70,2024-03-09,completed,1500000
569,70,2023-10-09,completed,12000000
570,71,2024-05-01,completed,4200000
571,71,2024-09-12,completed,1500000
572,71,2024-11-18,completed,4800000
573,71,2024-02-02,completed,5000000
574,71,2024-10-21,completed,1000000
575,71,2024-05-18,completed,3800000
576,71,2024-09-08,completed,2900000
577,71,2024-10-18,completed,4400000
578,71,2024-10-26,cancelled,5400000
579,72,2023-09-24,completed,3600000
580,72,2024-08-07,completed,1500000
581,72,2024-10-03,completed,1000000
582,72,2024-12-19,cancelled,1000000
583,72,2024-09-24,completed,4800000
584,73,2024-03-21,cancelled,4100000
585,73,2024-12-31,completed,3400000
586,73,2023-10-17,completed,2100000
587,73,2023-09-26,completed,3600000
588,73,2024-12-10,completed,2500000
589,73,2023-09-20,completed,500000
590,73,2023-08-29,completed,3500000
591,73,2024-05-31,completed,4500000
592,73,2023-07-03,completed,4700000
593,73,2023-11-17,completed,2600000
594,73,2024-03-16,completed,4400000
595,74,2024-05-18,cancelled,24000000
596,74,2024-10-13,cancelled,3000000
597,74,2023-06-02,completed,8000000
598,74,2024-03-22,completed,43000000
599,74,2023-05-07,completed,9000000
600,74,2023-10-07,completed,18000000
601,74,2024-08-07,completed,5000000
602,74,2024-11-24,completed,26000000
603,75,2023-11-28,completed,4000000
604,75,2024-11-06,completed,13500000
605,75,2024-04-08,completed,6000000
606,75,2023-02-26,completed,8500000
607,76,2023-10-19,completed,4200000
608,76,2023-11-14,cancelled,7500000
609,76,2023-04-09,cancelled,4800000
610,76,2024-02-02,completed,8100000
611,76,2023-12-16,cancelled,7200000
612,76,2024-12-31,completed,13500000
613,76,2023-05-11,completed,8100000
614,76,2023-02-16,completed,13500000
615,76,2024-05-30,completed,11500000
616,77,2024-11-17,completed,2300000
617,77,2024-09-10,completed,1000000
618,77,2023-01-06,completed,800000
619,77,2024-04-16,completed,7300000
620,77,2023-11-06,completed,1600000
621,77,2023-07-12,cancelled,4000000
622,77,2023-05-29,completed,6300000
623,77,2023-01-23,completed,4000000
624,77,2024-04-05,completed,2600000
625,77,2023-01-09,completed,7100000
626,78,2024-05-12,completed,11100000
627,78,2024-10-25,completed,11300000
628,78,2023-07-16,completed,12300000
629,78,2023-05-15,cancelled,17500000
630,78,2024-01-04,cancelled,5600000
631,78,2023-10-17,completed,4500000
632,78,2023-06-27,completed,7400000
633,78,2023-09-25,completed,6500000
634,78,2023-03-07,completed,6000000
635,79,2023-08-18,completed,3300000
636,79,2024-06-11,completed,2400000
637,79,2024-03-24,cancelled,800000
638,79,2024-09-17,completed,2400000
639,79,2023-04-18,completed,800000
640,79,2023-06-10,completed,4400000
641,79,2023-07-26,completed,5500000
642,79,2024-02-29,completed,2000000
643,79,2023-08-22,completed,6600000
644,79,2024-03-29,completed,1500000
645,79,2023-03-13,completed,3400000
646,80,2024-08-11,completed,4700000
647,80,2023-11-18,cancelled,1600000
648,80,2024-06-24,completed,4800000
649,80,2024-07-11,completed,4600000
650,80,2023-12-09,completed,3400000
651,81,2024-07-19,completed,9600000
652,81,2023-09-05,cancelled,16000000
653,81,2023-04-24,completed,10600000
654,81,2024-04-04,completed,4000000
655,81,2023-08-30,cancelled,6000000
656,81,2023-10-19,completed,10500000
657,81,2023-12-02,completed,5500000
658,81,2024-02-26,completed,3000000
659,81,2024-05-02,completed,4000000
660,81,2024-02-17,completed,14600000
661,81,2024-03-02,cancelled,5600000
662,82,2024-12-29,completed,3600000
663,82,2024-04-29,completed,5100000
664,82,2024-02-23,completed,10500000
665,82,2024-01-19,completed,8000000
666,82,2023-08-09,completed,10800000
667,82,2024-04-08,cancelled,12400000
668,82,2023-05-22,completed,12000000
669,82,2024-02-24,completed,15600000
670,82,2024-12-25,completed,9600000
671,82,2024-07-08,completed,6000000
672,83,2024-05-29,cancelled,2400000
673,83,2024-06-28,completed,1000000
674,83,2023-09-09,cancelled,7200000
675,83,2024-02-16,completed,4400000
676,83,2023-04-12,completed,2900000
677,83,2023-03-02,completed,1800000
678,83,2024-02-27,cancelled,3200000
679,83,2023-07-27,completed,4000000
680,83,2023-04-28,completed,4000000
681,83,2023-01-20,completed,800000
682,84,2023-11-08,completed,22000000
683,84,2024-07-04,cancelled,33000000
684,84,2023-10-24,completed,13000000
685,84,2023-09-14,cancelled,35000000
686,84,2024-06-06,completed,18000000
687,85,2024-12-16,completed,7500000
688,85,2023-08-04,completed,13500000
689,85,2023-09-09,completed,12600000
690,85,2023-01-03,completed,1200000
691,85,2024-02-28,completed,16500000
692,85,2023-05-07,completed,13500000
693,85,2023-07-17,completed,6900000
694,85,2024-12-27,completed,6000000
695,85,2023-08-15,completed,11700000
696,86,2023-04-24,cancelled,5200000
697,86,2024-08-02,completed,2900000
698,86,2023-09-23,cancelled,3000000
699,86,2023-10-08,completed,2400000
700,86,2024-09-21,completed,6900000
701,86,2024-02-21,completed,4500000
702,86,2023-11-20,completed,2500000
703,86,2023-08-20,cancelled,2600000
704,86,2023-12-04,completed,800000
705,87,2024-08-29,cancelled,5900000
706,87,2024-04-29,completed,8500000
707,87,2024-09-26,completed,6000000
708,88,2023-03-29,cancelled,10000000
709,88,2023-11-17,cancelled,5000000
710,88,2023-03-05,cancelled,43000000
711,88,2024-03-18,completed,15000000
712,89,2024-02-16,completed,28000000
713,89,2024-09-26,completed,10000000
714,89,2024-08-24,completed,3000000
715,89,2023-03-11,completed,30000000
716,89,2024-03-07,completed,27000000
717,89,2024-01-02,completed,20000000
718,89,2024-01-13,cancelled,10000000
719,89,2024-06-03,cancelled,10000000
720,89,2023-12-19,completed,14000000
721,90,2024-12-12,completed,17500000
722,90,2023-04-18,completed,2400000
723,90,2023-01-04,completed,4200000
724,90,2023-12-06,cancelled,8400000
725,90,2024-01-07,completed,5000000
726,90,2024-01-04,completed,2000000
727,90,2023-06-28,completed,12000000
728,90,2023-09-26,cancelled,3600000
729,90,2023-05-21,completed,4000000
730,90,2023-11-09,completed,11400000
731,91,2023-05-02,completed,3900000
732,91,2023-11-22,completed,8000000
733,91,2024-07-02,completed,8400000
734,91,2023-05-10,cancelled,9500000
735,92,2023-03-08,completed,40000000
736,92,2024-12-12,completed,34000000
737,92,2023-07-27,completed,16000000
738,92,2024-08-08,completed,23000000
739,92,2023-12-27,completed,10000000
740,92,2023-12-11,completed,32000000
741,92,2024-10-22,completed,6000000
742,92,2024-06-09,completed,10000000
743,92,2023-04-11,completed,23000000
744,92,2024-11-30,cancelled,18000000
745,92,2023-05-22,cancelled,19000000
746,92,2023-12-21,cancelled,39000000
747,93,2024-10-31,completed,2500000
748,93,2024-04-30,completed,6300000
749,93,2024-12-15,completed,5800000
750,93,2023-01-10,completed,4800000
751,93,2024-12-08,completed,3100000
752,93,2023-12-05,completed,5300000
753,93,2024-04-07,completed,3700000
754,93,2024-09-09,completed,1800000
755,93,2023-08-27,completed,1600000
756,93,2024-06-14,completed,4000000
757,94,2024-02-03,cancelled,3500000
758,94,2023-11-14,completed,10500000
759,94,2023-01-08,cancelled,9900000
